Country,Year,Agriculture,Energy (supply),Industry,LULUCF,Other,Waste management,Total Emissions
Austria,1990,85923.0,50930308.0,11147297.0,-13973714.0,,27920.0,48217734.0
Austria,1991,86634.0,54636572.0,11042516.0,-19290169.0,,24365.0,46499918.0
Austria,1992,90309.0,50138795.0,10050838.0,-13711684.0,,11127.0,46579385.0
Austria,1993,87862.0,50549120.0,10062750.0,-15868195.0,,10796.0,44842333.0
Austria,1994,83258.0,50270061.0,10716014.0,-13309421.0,,10788.0,47770700.0
Austria,1995,84221.0,52776699.0,11191003.0,-18622055.0,,11110.0,45440978.0
Austria,1996,80147.0,56793454.0,10525278.0,-15162946.0,,11433.0,52247366.0
Austria,1997,89713.0,55724448.0,11478969.0,-22533469.0,,11755.0,44771416.0
Austria,1998,92473.0,55593290.0,11239062.0,-20849442.0,,12078.0,46087461.0
Austria,1999,85841.0,54485674.0,11083785.0,-22187062.0,,12400.0,43480638.0
Austria,2000,89333.0,53996953.0,12105338.0,-18279369.0,,12400.0,47924655.0
Austria,2001,92168.0,58124591.0,11961569.0,-24642723.0,,12400.0,45548005.0
Austria,2002,96531.0,59328388.0,12551060.0,-16104260.0,,12400.0,55884119.0
Austria,2003,93935.0,64826424.0,12479169.0,-11180743.0,,12400.0,66231185.0
Austria,2004,90569.0,64966518.0,12646434.0,-16031176.0,,12400.0,61684745.0
Austria,2005,95543.0,65468825.0,13518712.0,-15447042.0,,12400.0,63648438.0
Austria,2006,103040.0,62644627.0,14038274.0,-8701535.0,,10260.0,68094666.0
Austria,2007,109919.0,59214831.0,14759203.0,-8226196.0,,8208.0,65865965.0
Austria,2008,124672.0,58267440.0,15068206.0,-10017997.0,,6156.0,63448477.0
Austria,2009,126083.0,55139931.0,12031643.0,-9728731.0,,4104.0,57573030.0
Austria,2010,112350.0,57955471.0,13930377.0,-11957545.0,,2052.0,60042705.0
Austria,2011,125992.0,55686904.0,14076758.0,-11249711.0,,2052.0,58641995.0
Austria,2012,133665.0,53517436.0,13607192.0,-9378394.0,,2052.0,57881951.0
Austria,2013,127210.0,53693177.0,13936428.0,-5239809.0,,2052.0,62519058.0
Austria,2014,132776.0,50043148.0,13980762.0,-10045967.0,,2052.0,54112771.0
Austria,2015,145485.0,51811392.0,14398854.0,-4302762.0,,2052.0,62055021.0
Austria,2016,151607.0,53027854.0,14037224.0,-8341031.0,,2052.0,58877706.0
Austria,2017,150707.0,54698362.0,14750357.0,-4646150.0,,2052.0,64955328.0
Austria,2018,154825.0,53341553.0,13068084.0,1616608.0,,2052.0,68183122.0
Austria,2019,150776.0,53741397.0,14057009.0,5788432.0,,2052.0,73739666.0
Austria,2020,148945.0,48846492.0,13182338.0,-1162293.0,,2052.0,61017534.0
Austria,2021,149289.0,50670885.0,14929119.0,-3572141.0,,2052.0,62179204.0
Austria,2022,149169.0,47165793.0,14137123.0,-415364.0,,2052.0,61038773.0
Austria,2023,147512.0,43233015.0,13526377.0,7323296.0,,2052.0,64232252.0
Belgium,1990,179711.0,101652113.0,18204086.0,-2841595.0,0.0,299499.0,117493814.0
Belgium,1991,179137.0,105406233.0,17509654.0,-2375880.0,0.0,301194.0,121020338.0
Belgium,1992,177445.0,103928045.0,18101197.0,-2195078.0,0.0,312568.0,120324177.0
Belgium,1993,175733.0,103765744.0,17193240.0,-2206940.0,0.0,316489.0,119244266.0
Belgium,1994,180522.0,105606116.0,18855218.0,-1954851.0,0.0,191194.0,122878199.0
Belgium,1995,179986.0,105912940.0,19704870.0,-2181902.0,0.0,171500.0,123787394.0
Belgium,1996,178342.0,110204035.0,18947874.0,-2385871.0,0.0,173028.0,127117408.0
Belgium,1997,177514.0,104467242.0,19194680.0,-1928277.0,0.0,177950.0,122089109.0
Belgium,1998,176777.0,108888792.0,21038300.0,-2482998.0,0.0,151889.0,127772760.0
Belgium,1999,176494.0,103576128.0,20810416.0,-2160204.0,0.0,155555.0,122558389.0
Belgium,2000,171408.0,104462589.0,21937760.0,-1752501.0,0.0,203948.0,125023204.0
Belgium,2001,169998.0,104895791.0,20809719.0,-1594414.0,0.0,209525.0,124490619.0
Belgium,2002,170052.0,105300051.0,20996215.0,-2199283.0,0.0,416825.0,124683860.0
Belgium,2003,166779.0,106409020.0,21264163.0,-2106569.0,0.0,452077.0,126185470.0
Belgium,2004,167187.0,106207943.0,21935585.0,-1841240.0,0.0,501015.0,126970490.0
Belgium,2005,167142.0,104153657.0,20792156.0,-1899613.0,0.0,544734.0,123758076.0
Belgium,2006,166022.0,102385212.0,20740972.0,-1887313.0,0.0,608260.0,122013153.0
Belgium,2007,166618.0,100198519.0,19393258.0,-1596280.0,0.0,735007.0,118897122.0
Belgium,2008,164428.0,99735216.0,19607154.0,-1532827.0,0.0,697552.0,118671523.0
Belgium,2009,169524.0,93174200.0,13863214.0,-1377790.0,0.0,599858.0,106429006.0
Belgium,2010,174327.0,97615112.0,16091698.0,-528664.0,0.0,681516.0,114033989.0
Belgium,2011,172200.0,88290844.0,16167844.0,-491234.0,0.0,528077.0,104667731.0
Belgium,2012,169860.0,87394784.0,14404011.0,-543041.0,0.0,517581.0,101943195.0
Belgium,2013,174177.0,87198298.0,15133416.0,-971019.0,0.0,310069.0,101844941.0
Belgium,2014,181295.0,81373476.0,15305887.0,-1016099.0,0.0,220296.0,96064855.0
Belgium,2015,182033.0,85428376.0,15425600.0,-904255.0,0.0,291489.0,100423243.0
Belgium,2016,183503.0,83660726.0,15715218.0,-831705.0,0.0,256835.0,98984577.0
Belgium,2017,181361.0,83216170.0,15591837.0,-713697.0,0.0,292824.0,98568495.0
Belgium,2018,177062.0,83804103.0,15987945.0,-677737.0,0.0,287262.0,99578635.0
Belgium,2019,177944.0,84131014.0,15209001.0,-442521.0,0.0,280769.0,99356207.0
Belgium,2020,176771.0,76580411.0,14243347.0,-454565.0,0.0,254026.0,90799990.0
Belgium,2021,173564.0,79651379.0,14839179.0,-387530.0,0.0,263946.0,94540538.0
Belgium,2022,166137.0,74696917.0,13836058.0,-572921.0,0.0,215856.0,88342047.0
Belgium,2023,171600.0,71487608.0,12806220.0,-363302.0,0.0,237937.0,84340063.0
Bulgaria,1990,88189.0,68272694.0,8257228.0,-17316519.0,0.0,19835.0,59321427.0
Bulgaria,1991,96895.0,54809968.0,6593673.0,-17269105.0,0.0,20179.0,44251610.0
Bulgaria,1992,69659.0,51757825.0,5509304.0,-16678289.0,0.0,18857.0,40677356.0
Bulgaria,1993,54231.0,52407473.0,5907123.0,-16899979.0,0.0,20341.0,41489189.0
Bulgaria,1994,54616.0,48933652.0,7373613.0,-16928861.0,0.0,20676.0,39453696.0
Bulgaria,1995,59441.0,48872045.0,8964171.0,-16890843.0,0.0,20906.0,41025720.0
Bulgaria,1996,38807.0,49616805.0,8784194.0,-16168414.0,0.0,20596.0,42291988.0
Bulgaria,1997,53803.0,47395434.0,8336184.0,-16283708.0,0.0,20770.0,39522483.0
Bulgaria,1998,49036.0,46694245.0,6335673.0,-16045785.0,0.0,34884.0,37068053.0
Bulgaria,1999,49897.0,40667831.0,5625267.0,-15856634.0,0.0,28326.0,30514687.0
Bulgaria,2000,41505.0,39049805.0,6345423.0,-17026117.0,0.0,62580.0,28473196.0
Bulgaria,2001,49425.0,42645814.0,6284695.0,-14134341.0,0.0,39705.0,34885298.0
Bulgaria,2002,56415.0,40419688.0,5626187.0,-14327130.0,0.0,38752.0,31813912.0
Bulgaria,2003,39923.0,44183291.0,6224201.0,-13982068.0,0.0,43793.0,36509140.0
Bulgaria,2004,58813.0,43259819.0,6148998.0,-14622990.0,0.0,69657.0,34914297.0
Bulgaria,2005,47893.0,44012113.0,6485524.0,-15656884.0,0.0,54826.0,34943472.0
Bulgaria,2006,46236.0,45156820.0,6582867.0,-12609941.0,0.0,51571.0,39227553.0
Bulgaria,2007,29321.0,48705484.0,6900192.0,-13607922.0,0.0,34222.0,42061297.0
Bulgaria,2008,53464.0,48059037.0,5871020.0,-11961750.0,0.0,42393.0,42064164.0
Bulgaria,2009,49635.0,42535606.0,3131729.0,-12127860.0,0.0,33278.0,33622388.0
Bulgaria,2010,59548.0,44354064.0,3388633.0,-11594290.0,0.0,13454.0,36221409.0
Bulgaria,2011,56684.0,49143701.0,3910369.0,-8345005.0,0.0,9707.0,44775456.0
Bulgaria,2012,53965.0,44500557.0,3701950.0,-7939256.0,0.0,20089.0,40337305.0
Bulgaria,2013,69466.0,38932500.0,3542122.0,-6931879.0,0.0,38902.0,35651111.0
Bulgaria,2014,72129.0,41317793.0,3767876.0,-8190555.0,0.0,11264.0,36978507.0
Bulgaria,2015,66232.0,43744035.0,4306755.0,-7769434.0,0.0,10102.0,40357690.0
Bulgaria,2016,68741.0,40769152.0,4493583.0,-9577080.0,0.0,12272.0,35766668.0
Bulgaria,2017,74437.0,42963480.0,4393209.0,-9548402.0,0.0,14716.0,37897440.0
Bulgaria,2018,76139.0,39381321.0,4039099.0,-9615632.0,0.0,6767.0,33887694.0
Bulgaria,2019,80460.0,38427480.0,3674442.0,-9346092.0,0.0,12598.0,32848888.0
Bulgaria,2020,79044.0,32958781.0,3409917.0,-9387598.0,0.0,123289.0,27183433.0
Bulgaria,2021,77142.0,38590068.0,3692110.0,-9312543.0,0.0,5713.0,33052490.0
Bulgaria,2022,80085.0,43071539.0,3775995.0,-9284205.0,0.0,4177.0,37647591.0
Bulgaria,2023,91290.0,31284446.0,3118421.0,-8740486.0,0.0,6790.0,25760461.0
Croatia,1990,50020.0,20257357.0,2577308.0,-6395725.0,0.0,536.0,16489496.0
Croatia,1991,50946.0,15021343.0,1926608.0,-7578443.0,0.0,536.0,9420990.0
Croatia,1992,65512.0,14350797.0,1962320.0,-7699306.0,0.0,536.0,8679859.0
Croatia,1993,52139.0,15116983.0,1641382.0,-7898980.0,0.0,536.0,8912060.0
Croatia,1994,47570.0,14179843.0,1826605.0,-8126724.0,0.0,536.0,7927830.0
Croatia,1995,46294.0,15115444.0,1652216.0,-8608100.0,0.0,536.0,8206390.0
Croatia,1996,52440.0,15630570.0,1654888.0,-8267120.0,0.0,536.0,9071314.0
Croatia,1997,68388.0,16682917.0,1816039.0,-7656997.0,0.0,1824.0,10912171.0
Croatia,1998,44249.0,17274127.0,1717951.0,-7511579.0,0.0,3700.0,11528448.0
Croatia,1999,50487.0,17954414.0,2072942.0,-8237752.0,0.0,4381.0,11844472.0
Croatia,2000,60866.0,17347860.0,2237805.0,-6946550.0,0.0,6151.0,12706132.0
Croatia,2001,92095.0,18351534.0,2325623.0,-8062248.0,0.0,6683.0,12713687.0
Croatia,2002,80755.0,19539185.0,2291799.0,-8327546.0,0.0,3779.0,13587972.0
Croatia,2003,71793.0,20829418.0,2324176.0,-7565979.0,0.0,803.0,15660211.0
Croatia,2004,75940.0,20240886.0,2535513.0,-7835941.0,0.0,350.0,15016748.0
Croatia,2005,85461.0,20613729.0,2596199.0,-8082164.0,0.0,162.0,15213387.0
Croatia,2006,80667.0,20683714.0,2731074.0,-7909949.0,0.0,743.0,15586249.0
Croatia,2007,89324.0,21909530.0,2802255.0,-6809786.0,0.0,651.0,17991974.0
Croatia,2008,96603.0,20727444.0,2690943.0,-6981348.0,0.0,666.0,16534308.0
Croatia,2009,76962.0,19593012.0,2082179.0,-7084834.0,0.0,163.0,14667482.0
Croatia,2010,88037.0,18774650.0,2115398.0,-7031744.0,0.0,48.0,13946389.0
Croatia,2011,105178.0,18565663.0,1943767.0,-5795619.0,0.0,51.0,14819040.0
Croatia,2012,101234.0,17199621.0,1749082.0,-5400358.0,0.0,82.0,13649661.0
Croatia,2013,74615.0,16466369.0,1860317.0,-6304508.0,0.0,42.0,12096835.0
Croatia,2014,69467.0,15596953.0,1983472.0,-6159546.0,0.0,45.0,11490391.0
Croatia,2015,69340.0,15777737.0,1946768.0,-5874664.0,0.0,46.0,11919227.0
Croatia,2016,76166.0,16190573.0,1812491.0,-5874726.0,0.0,49.0,12204553.0
Croatia,2017,81128.0,16574032.0,2057966.0,-5167554.0,0.0,0.0,13545572.0
Croatia,2018,72243.0,15671073.0,1951196.0,-5656131.0,0.0,0.0,12038381.0
Croatia,2019,75660.0,15738602.0,2006161.0,-5891886.0,0.0,0.0,11928537.0
Croatia,2020,95177.0,14801238.0,1973690.0,-5877300.0,0.0,0.0,10992805.0
Croatia,2021,92260.0,15486400.0,1824312.0,-5929409.0,0.0,0.0,11473563.0
Croatia,2022,47878.0,16121650.0,1415636.0,-5073594.0,0.0,0.0,12511570.0
Croatia,2023,28047.0,16896915.0,1542636.0,-5670142.0,0.0,0.0,12797456.0
Cyprus,1990,1815.0,3924679.0,721263.0,-153129.0,,0.0,4494628.0
Cyprus,1991,1467.0,4454186.0,680447.0,-167159.0,,0.0,4968941.0
Cyprus,1992,1918.0,4776005.0,730918.0,-172733.0,,0.0,5336108.0
Cyprus,1993,1602.0,4951188.0,799989.0,-175239.0,,0.0,5577540.0
Cyprus,1994,1704.0,5158944.0,834347.0,-184407.0,,0.0,5810588.0
Cyprus,1995,1541.0,5063312.0,800912.0,-180494.0,,0.0,5685271.0
Cyprus,1996,1378.0,5354779.0,859520.0,-186090.0,,0.0,6029587.0
Cyprus,1997,1102.0,5475573.0,825710.0,-185243.0,,0.0,6117142.0
Cyprus,1998,836.0,5815061.0,780951.0,-193768.0,,0.0,6403080.0
Cyprus,1999,917.0,6076182.0,786333.0,-198513.0,,0.0,6664919.0
Cyprus,2000,1672.0,6298386.0,806843.0,-149443.0,,0.0,6957458.0
Cyprus,2001,167.0,6188677.0,790815.0,-171161.0,,0.0,6808498.0
Cyprus,2002,420.0,6347797.0,823721.0,-202415.0,,0.0,6969523.0
Cyprus,2003,731.0,6733838.0,826205.0,-214866.0,,0.0,7345908.0
Cyprus,2004,947.0,6895310.0,890846.0,-215818.0,,0.0,7571285.0
Cyprus,2005,967.0,7086768.0,863937.0,-221861.0,,0.0,7729811.0
Cyprus,2006,1166.0,7276116.0,905849.0,-223959.0,,0.0,7959172.0
Cyprus,2007,1106.0,7572127.0,901834.0,-188608.0,,0.0,8286459.0
Cyprus,2008,537.0,7786593.0,904506.0,-251069.0,,0.0,8440567.0
Cyprus,2009,1139.0,7706567.0,730282.0,-279036.0,,0.0,8158952.0
Cyprus,2010,738.0,7477570.0,593514.0,-267274.0,,0.0,7804548.0
Cyprus,2011,909.0,7216099.0,575355.0,-302865.0,,0.0,7489498.0
Cyprus,2012,549.0,6730520.0,530599.0,-295848.0,,0.0,6965820.0
Cyprus,2013,791.0,5809829.0,767551.0,-298832.0,,0.0,6279339.0
Cyprus,2014,407.0,5941212.0,988170.0,-300700.0,,0.0,6629089.0
Cyprus,2015,398.0,6061484.0,890595.0,-297434.0,,0.0,6655043.0
Cyprus,2016,394.0,6450456.0,899076.0,-204172.0,,0.0,7145754.0
Cyprus,2017,418.0,6527519.0,941345.0,-308597.0,,0.0,7160685.0
Cyprus,2018,223.0,6453306.0,870674.0,-304245.0,,0.0,7019958.0
Cyprus,2019,226.0,6504891.0,819365.0,-298757.0,,0.0,7025725.0
Cyprus,2020,220.0,5996023.0,906929.0,-300370.0,,0.0,6602802.0
Cyprus,2021,299.0,6048545.0,901938.0,-244723.0,,0.0,6706059.0
Cyprus,2022,271.0,6164948.0,905558.0,-300732.0,,0.0,6770045.0
Cyprus,2023,183.0,6222247.0,965660.0,-311870.0,,0.0,6876220.0
Czechia,1990,1345241.0,147101029.0,15786064.0,-9594351.0,0.0,19968.0,154657951.0
Czechia,1991,460991.0,135616107.0,12785355.0,-10991275.0,0.0,23732.0,137894910.0
Czechia,1992,222260.0,132068986.0,13389285.0,-11088424.0,0.0,27642.0,134619749.0
Czechia,1993,201203.0,127486425.0,12401060.0,-11975984.0,0.0,37434.0,128150138.0
Czechia,1994,199465.0,118936988.0,13481059.0,-10752004.0,0.0,52637.0,121918145.0
Czechia,1995,225128.0,118524420.0,12815662.0,-11013920.0,0.0,58606.0,120609896.0
Czechia,1996,218523.0,121234949.0,13507338.0,-10788545.0,0.0,58414.0,124230679.0
Czechia,1997,164512.0,116382946.0,14333843.0,-9754448.0,0.0,60700.0,121187553.0
Czechia,1998,237550.0,111130103.0,14288656.0,-9501921.0,0.0,60466.0,116214854.0
Czechia,1999,179164.0,104678881.0,11749618.0,-9631197.0,0.0,61236.0,107037702.0
Czechia,2000,233772.0,113900760.0,13048917.0,-10328777.0,0.0,50044.0,116904716.0
Czechia,2001,266636.0,114676136.0,12154663.0,-10324409.0,0.0,67772.0,116840798.0
Czechia,2002,236125.0,111714203.0,11940497.0,-10128701.0,0.0,97297.0,113859421.0
Czechia,2003,202726.0,114352644.0,12881394.0,-9712607.0,0.0,154910.0,117879067.0
Czechia,2004,230776.0,114320546.0,13617021.0,-9437622.0,0.0,145321.0,118876042.0
Czechia,2005,213601.0,113073057.0,12321924.0,-9508240.0,0.0,104869.0,116205211.0
Czechia,2006,237906.0,112878482.0,13282380.0,-8628482.0,0.0,133791.0,117904077.0
Czechia,2007,280896.0,114191123.0,13805150.0,-8416163.0,0.0,86466.0,119947472.0
Czechia,2008,278635.0,109081783.0,13477027.0,-9419323.0,0.0,90278.0,113508400.0
Czechia,2009,215044.0,103734388.0,10945094.0,-9075002.0,0.0,77551.0,105897075.0
Czechia,2010,225396.0,105446259.0,11683394.0,-8443734.0,0.0,109043.0,109020358.0
Czechia,2011,290614.0,102992982.0,11799862.0,-9025819.0,0.0,94683.0,106152322.0
Czechia,2012,327371.0,99411875.0,11442336.0,-9269923.0,0.0,93953.0,102005612.0
Czechia,2013,340075.0,94913181.0,11362489.0,-8587587.0,0.0,94342.0,98122500.0
Czechia,2014,287918.0,91935388.0,11912086.0,-8477051.0,0.0,97172.0,95755513.0
Czechia,2015,438745.0,93066842.0,11387182.0,-8533379.0,0.0,96938.0,96456328.0
Czechia,2016,464578.0,94742043.0,11328837.0,-7649608.0,0.0,100961.0,98986811.0
Czechia,2017,390780.0,95831431.0,11404637.0,-6233198.0,0.0,108686.0,101502336.0
Czechia,2018,348839.0,93933353.0,11929872.0,-1285604.0,0.0,109992.0,105036452.0
Czechia,2019,341933.0,89315919.0,11231002.0,4744306.0,0.0,108646.0,105741806.0
Czechia,2020,320837.0,80661956.0,10574262.0,7441247.0,0.0,104402.0,99102704.0
Czechia,2021,321905.0,84361719.0,11849066.0,4411489.0,0.0,96719.0,101040898.0
Czechia,2022,345705.0,83771173.0,10838192.0,1413106.0,0.0,84606.0,96452782.0
Czechia,2023,268804.0,74274425.0,8620062.0,-3577922.0,0.0,68952.0,79654321.0
Denmark,1990,613451.0,51662918.0,1075898.0,6236806.0,,16461.0,59605534.0
Denmark,1991,506650.0,62191569.0,1269289.0,5508059.0,,17015.0,69492582.0
Denmark,1992,399002.0,56355536.0,1425601.0,6420930.0,,18500.0,64619569.0
Denmark,1993,346006.0,58648327.0,1448627.0,5097061.0,,16239.0,65556260.0
Denmark,1994,408611.0,62605688.0,1511899.0,4618954.0,,16343.0,69161495.0
Denmark,1995,533619.0,59399738.0,1573900.0,4818327.0,,18917.0,66344501.0
Denmark,1996,415636.0,72653027.0,1670747.0,4109182.0,,19137.0,78867729.0
Denmark,1997,481937.0,63130046.0,1679525.0,4587884.0,,17661.0,69897053.0
Denmark,1998,262933.0,59075662.0,1764767.0,4505351.0,,15775.0,65624488.0
Denmark,1999,272990.0,56501721.0,1747044.0,4819030.0,,16975.0,63357760.0
Denmark,2000,267632.0,52146826.0,1763243.0,4604258.0,,16635.0,58798594.0
Denmark,2001,206163.0,53809860.0,1763232.0,4097766.0,,16333.0,59893354.0
Denmark,2002,236242.0,53425655.0,1781509.0,5171024.0,,15846.0,60630276.0
Denmark,2003,228437.0,58657761.0,1651805.0,4931725.0,,17823.0,65487551.0
Denmark,2004,159506.0,53065235.0,1774400.0,4736328.0,,15404.0,59750873.0
Denmark,2005,221566.0,49490298.0,1722338.0,4502566.0,,16000.0,55952768.0
Denmark,2006,195835.0,57463423.0,1745227.0,4955302.0,,16417.0,64376204.0
Denmark,2007,193843.0,52668261.0,1754782.0,5116084.0,,14399.0,59747369.0
Denmark,2008,230958.0,49475307.0,1451336.0,3610276.0,,17401.0,54785278.0
Denmark,2009,186332.0,47573945.0,997161.0,2888745.0,,17238.0,51663421.0
Denmark,2010,155855.0,47999417.0,945622.0,1863680.0,,15654.0,50980228.0
Denmark,2011,164667.0,42856607.0,1126075.0,1122379.0,,14539.0,45284267.0
Denmark,2012,191733.0,38462886.0,1119960.0,547965.0,,14092.0,40336636.0
Denmark,2013,246204.0,40302112.0,1120227.0,172891.0,,15554.0,41856988.0
Denmark,2014,239974.0,36101080.0,1147839.0,480515.0,,15755.0,37985163.0
Denmark,2015,176049.0,33686880.0,1161400.0,-467225.0,,14725.0,34571829.0
Denmark,2016,216164.0,35277652.0,1338926.0,414061.0,,15002.0,37261805.0
Denmark,2017,218693.0,32912074.0,1452725.0,273053.0,,13571.0,34870116.0
Denmark,2018,243798.0,32880186.0,1398882.0,2073271.0,,17922.0,36614059.0
Denmark,2019,184709.0,29328600.0,1355804.0,1059231.0,,14633.0,31942977.0
Denmark,2020,254352.0,26500348.0,1454960.0,805744.0,,14723.0,29030127.0
Denmark,2021,266554.0,27703803.0,1465153.0,-274514.0,,13568.0,29174564.0
Denmark,2022,267869.0,26693445.0,1320061.0,-849163.0,,14853.0,27447065.0
Denmark,2023,201333.0,24361779.0,1215150.0,-938932.0,,12001.0,24851331.0
EU-27,1990,14192943.0,3540322874.0,315486455.0,-266650560.0,0.0,3390133.0,3606741845.0
EU-27,1991,11333961.0,3502924558.0,290485954.0,-349291806.0,0.0,3422378.0,3458875045.0
EU-27,1992,9797964.0,3391114603.0,277281633.0,-321354564.0,0.0,3505573.0,3360345209.0
EU-27,1993,9696085.0,3332760608.0,266647784.0,-337876130.0,0.0,3455047.0,3274683394.0
EU-27,1994,9422237.0,3299117349.0,282164048.0,-333539849.0,0.0,3400108.0,3260563893.0
EU-27,1995,9946263.0,3339421774.0,288156137.0,-345591771.0,0.0,3259760.0,3295192163.0
EU-27,1996,9981674.0,3431875379.0,280781201.0,-365921069.0,0.0,3136190.0,3359853375.0
EU-27,1997,10433321.0,3358732995.0,287647655.0,-363787192.0,0.0,2943485.0,3295970264.0
EU-27,1998,10242932.0,3350609638.0,286653975.0,-384720463.0,0.0,2776534.0,3265562616.0
EU-27,1999,10388049.0,3303243736.0,278889996.0,-386528552.0,0.0,2589369.0,3208582598.0
EU-27,2000,10209902.0,3300932640.0,292931986.0,-345822800.0,0.0,2541441.0,3260793169.0
EU-27,2001,10029432.0,3368627598.0,282528044.0,-381008835.0,0.0,2513044.0,3282689283.0
EU-27,2002,9731091.0,3368045406.0,283658619.0,-361199627.0,0.0,2722161.0,3302957650.0
EU-27,2003,9664986.0,3439965707.0,290816512.0,-331105919.0,0.0,2910712.0,3412251998.0
EU-27,2004,9337847.0,3436135321.0,302572278.0,-372850413.0,0.0,2844594.0,3378039627.0
EU-27,2005,9166681.0,3430894776.0,299750440.0,-373898022.0,0.0,2955789.0,3368869664.0
EU-27,2006,8792718.0,3441430451.0,306642258.0,-385826947.0,0.0,3052560.0,3374091040.0
EU-27,2007,8849176.0,3384778703.0,313584103.0,-352397909.0,0.0,2913816.0,3357727889.0
EU-27,2008,8807993.0,3329001149.0,293636648.0,-383054930.0,0.0,2910009.0,3251300869.0
EU-27,2009,8800373.0,3098896984.0,228948595.0,-372254778.0,0.0,2826402.0,2967217576.0
EU-27,2010,8794505.0,3169870547.0,251858148.0,-371840083.0,0.0,2919515.0,3061602632.0
EU-27,2011,8977862.0,3071893976.0,252609878.0,-372894439.0,0.0,2744429.0,2963331706.0
EU-27,2012,9256976.0,3018788603.0,237053267.0,-364643491.0,0.0,2679309.0,2903134664.0
